idx,clip_id,class,label,video_score,num_segments,score_min,score_max,score_mean,score_std
26,Fighting004_x264,unknown,1,0.9999998807907104,208,0.9999998807907104,0.9999998807907104,0.9999999403953552,5.960464477539063e-08
27,Vandalism004_x264,unknown,1,2.8000719520804296e-09,34,2.2626724938135112e-09,2.960874878610298e-09,2.5067028452951945e-09,1.4616477472806366e-10
28,Vandalism001_x264,unknown,1,0.9999961256980896,17,6.88154177623801e-05,0.9999961853027344,0.7716870307922363,0.4116329252719879
29,Normal_Videos723_x264,unknown,0,2.44796871662345e-09,53,2.0753829765851606e-09,2.5243815926501156e-09,2.2792763232359903e-09,9.168932280090303e-11
30,Normal_Videos427_x264,unknown,0,6.932584142305132e-07,20,1.2854390440963925e-08,8.220245604206866e-07,1.275310239634564e-07,2.0094367414458247e-07
31,RoadAccidents119_x264,unknown,1,0.9999998807907104,21,0.9999997615814209,0.9999998807907104,0.9999998807907104,3.678878712776168e-08
32,Vandalism014_x264,unknown,1,0.9999998807907104,4,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0
33,Stealing054_x264,unknown,1,5.385422774395465e-09,32,2.79032641437027e-09,6.4349441331046364e-09,3.8382204081699456e-09,7.969278570385541e-10
34,Normal_Videos743_x264,unknown,0,0.9999996423721313,70,0.9999982118606567,0.9999996423721313,0.9999993443489075,3.020827534783166e-07
35,Explosion048_x264,unknown,1,5.4981575203783e-07,4,9.317293603317012e-08,5.4981575203783e-07,2.542627157708921e-07,1.8286235103914805e-07
36,Robbery125_x264,unknown,1,2.3400796855810313e-09,87,1.905452018391429e-09,2.41455899718801e-09,2.1355825996494104e-09,1.0593789040447277e-10
37,Normal_Videos856_x264,unknown,0,2.1738792987946454e-09,225,1.8524404232778124e-09,2.2558770407243856e-09,2.028902157391599e-09,8.321066058414317e-11
38,Normal_Videos764_x264,unknown,0,2.587644987173121e-09,44,2.0037185244348166e-09,2.7895228349450463e-09,2.214933791933049e-09,1.6558400484090186e-10
39,Shoplifting053_x264,unknown,1,1.994390652626521e-09,25,1.8268717649760902e-09,1.997068066472707e-09,1.930427151464187e-09,4.3926213361134003e-11
40,Normal_Videos079_x264,unknown,0,2.1799448912673824e-09,24,1.8180563721159615e-09,2.2545647571092786e-09,2.018547329285525e-09,9.400856482155717e-11
41,Normal_Videos792_x264,unknown,0,0.9999964833259583,104,0.9937191009521484,0.9999984502792358,0.9997910857200623,0.0008714176947250962
42,Normal_Videos677_x264,unknown,0,1.8391594913680365e-09,31,1.732936349974068e-09,1.857538789451496e-09,1.7818548858627992e-09,2.5941450376709696e-11
43,Normal_Videos481_x264,unknown,0,3.116930491486869e-09,111,2.4500066420074518e-09,3.3537859156496097e-09,2.7379600808785653e-09,1.9224663527772634e-10
44,RoadAccidents053_x264,unknown,1,3.5017674235859886e-05,7,1.172629353618504e-07,3.5017674235859886e-05,6.125923846411752e-06,1.1908238775504287e-05
45,Burglary087_x264,unknown,1,2.197236836920524e-09,26,1.8386733247055531e-09,2.2951547329341793e-09,1.977869645841679e-09,9.661376559888524e-11
46,Burglary007_x264,unknown,1,0.9999998807907104,12,0.9999997615814209,0.9999998807907104,0.9999998211860657,5.960464477539063e-08
47,Shoplifting052_x264,unknown,1,0.9999998211860657,94,0.9999995231628418,0.9999998807907104,0.9999998211860657,1.1761337503912728e-07
48,Vandalism002_x264,unknown,1,0.9999969601631165,22,0.998843789100647,0.999997615814209,0.9998528957366943,0.00025973713491111994
49,Robbery138_x264,unknown,1,0.9999916553497314,6,0.9979677796363831,0.9999916553497314,0.9995050430297852,0.0006997106829658151
50,RoadAccidents059_x264,unknown,1,0.9999998807907104,22,0.9999997615814209,0.9999998807907104,0.9999999403953552,1.3328003944934608e-07
51,Normal_Videos458_x264,unknown,0,1.9826398300892834e-09,92,1.7501960991594956e-09,2.0356760721540468e-09,1.869457033620847e-09,5.6717470997558195e-11
52,Explosion052_x264,unknown,1,6.564690556842834e-05,44,1.4772521126360516e-06,0.00016286106256302446,1.3369793123274576e-05,2.7280168069410138e-05
53,Normal_Videos039_x264,unknown,0,5.010462711396713e-09,21,2.8637632265571256e-09,5.425664806324448e-09,3.6127030256238868e-09,5.945793857264903e-10
54,Normal_Videos921_x264,unknown,0,0.9999993443489075,20,5.288211013976252e-06,0.9999994039535522,0.6499071717262268,0.47526034712791443
55,Normal_Videos370_x264,unknown,0,2.3836628226803214e-09,55,1.958019302250591e-09,2.4325268466185435e-09,2.2515918018939374e-09,9.180536886255197e-11
56,Burglary062_x264,unknown,1,0.9999998807907104,139,0.9999997615814209,0.9999998807907104,0.9999998807907104,2.0222399754743492e-08
57,Arrest049_x264,unknown,1,0.9999998807907104,146,0.9999997615814209,0.9999998807907104,0.9999998807907104,6.618200387720208e-08
58,Normal_Videos380_x264,unknown,0,2.8962137132992893e-09,39,2.264326282030993e-09,3.132542225614543e-09,2.481582273006211e-09,1.810515626310405e-10
59,Robbery005_x264,unknown,1,1.691259240033105e-05,33,1.0320835741595147e-08,3.8508587749674916e-05,2.5836818622337887e-06,7.256732260429999e-06
60,Fighting015_x264,unknown,1,0.9999998807907104,123,0.9999994039535522,0.9999997615814209,0.9999997615814209,1.0855694654310355e-07
61,Normal_Videos633_x264,unknown,0,2.167151347265417e-09,5515,1.8243332400302847e-09,2.524848552454273e-09,2.0152375324045124e-09,7.82408304811355e-11
62,Stealing095_x264,unknown,1,0.0005098312976770103,8,3.102921255049296e-05,0.0005098312976770103,0.00017741741612553596,0.0001649000187171623
63,Explosion040_x264,unknown,1,2.33325376797211e-08,56,2.6917141848770143e-09,6.997083090709566e-08,7.394327816712121e-09,9.415051849259726e-09
64,Burglary064_x264,unknown,1,0.9999998807907104,606,0.9999996423721313,0.9999998807907104,0.9999998211860657,6.229780780131478e-08
65,Normal_Videos546_x264,unknown,0,3.780399104869048e-09,41,2.3922435143930443e-09,4.004634401866269e-09,2.9537288170899956e-09,3.938971093742083e-10
66,Robbery136_x264,unknown,1,5.601716868142148e-09,12,2.712225333212359e-09,5.601716868142148e-09,3.653293889627207e-09,9.571414771869513e-10
67,Normal_Videos279_x264,unknown,0,2.6622783977359177e-09,52,2.165829515732298e-09,2.8362414639104827e-09,2.402279042357236e-09,1.4550538551816317e-10
68,Abuse003_x264,unknown,1,0.9999995231628418,45,0.999980092048645,0.9999996423721313,0.9999953508377075,5.087101271783467e-06
69,Robbery113_x264,unknown,1,0.9999998807907104,9,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0
70,RoadAccidents115_x264,unknown,1,0.9999998211860657,23,0.9999996423721313,0.9999998807907104,0.9999998211860657,8.520500927033936e-08
71,Normal_Videos491_x264,unknown,0,7.807467738984997e-08,149,2.4745310245322116e-09,3.8747739949940296e-07,1.7123523932127682e-08,3.640018420014712e-08
72,Shoplifting055_x264,unknown,1,0.09996497631072998,83,1.964899354334193e-09,0.9996439218521118,0.012043976224958897,0.10906217992305756
73,Normal_Videos637_x264,unknown,0,0.9999997019767761,24,0.9999936819076538,0.9999997615814209,0.9999985694885254,1.3511116776498966e-06
74,Robbery150_x264,unknown,1,0.9999998807907104,45,0.9999998807907104,0.9999998807907104,0.9999999403953552,5.960464477539063e-08
75,Vandalism019_x264,unknown,1,0.006071961019188166,24,4.7425433535863704e-07,0.018141739070415497,0.0007632243796251714,0.0036236874293535948
76,Normal_Videos095_x264,unknown,0,3.260057335197075e-09,12,2.638967266932468e-09,3.260057335197075e-09,2.9680675694976344e-09,1.7775222960203507e-10
77,Normal_Videos285_x264,unknown,0,0.9999995231628418,23,0.9999995231628418,0.9999995231628418,0.9999996423721313,1.1920928955078125e-07
78,Robbery062_x264,unknown,1,0.9999676942825317,44,1.830893552323687e-07,0.9999977350234985,0.2743757963180542,0.4360905885696411
79,Normal_Videos022_x264,unknown,0,1.944294281130965e-09,3,1.9379149396314688e-09,1.944294281130965e-09,1.9403643136683968e-09,2.806910086305958e-12
80,Normal_Videos434_x264,unknown,0,1.6500731362611987e-05,22,2.2351144934873446e-08,2.687256346689537e-05,1.9823844468191965e-06,5.647958005283726e-06
81,Normal_Videos847_x264,unknown,0,2.4044521929056373e-09,43,1.8183476946376231e-09,2.589727321478108e-09,2.062799930868664e-09,1.7676961283630277e-10
82,Abuse024_x264,unknown,1,0.9999949932098389,11,2.2546841137227602e-05,0.9999949932098389,0.846668004989624,0.3258383274078369
83,Burglary090_x264,unknown,1,0.9999954700469971,33,0.9907642602920532,0.9999966621398926,0.9995622634887695,0.001616931869648397
84,Normal_Videos475_x264,unknown,0,3.600653553093025e-09,217,2.2217458983675442e-09,4.336456083109397e-09,2.908554064262603e-09,3.581696883525609e-10
85,Normal_Videos671_x264,unknown,0,2.5757518340441266e-09,11,2.0789248100783198e-09,2.5757518340441266e-09,2.340646565457405e-09,1.5203889536241633e-10
86,Normal_Videos539_x264,unknown,0,0.9999990463256836,11,0.9999969005584717,0.9999990463256836,0.9999984502792358,5.938750291534234e-07
87,Arson012_x264,unknown,1,4.129798526264494e-06,10,9.905485143235637e-08,4.129798526264494e-06,7.585249477415346e-07,1.148704996012384e-06
88,Normal_Videos741_x264,unknown,0,1.9398700423778337e-09,69,1.7869706825379694e-09,2.0316963666999754e-09,1.8538478530061298e-09,4.348537155363097e-11
89,RoadAccidents101_x264,unknown,1,2.8959403763906266e-09,2,2.8789666206563425e-09,2.8959403763906266e-09,2.887453387501182e-09,8.486877867142084e-12
90,Normal_Videos787_x264,unknown,0,2.0613533102675774e-09,74,1.952797701321174e-09,2.086766759390457e-09,2.0047146165325103e-09,2.7890443426992206e-11
91,Normal_Videos565_x264,unknown,0,3.8119523537716304e-07,669,3.8991663231513485e-09,1.0791017302835826e-05,6.34476862160227e-08,4.558813486710278e-07
92,Robbery120_x264,unknown,1,0.9999998807907104,11,0.9999997615814209,0.9999998807907104,0.9999999403953552,9.338253192936463e-08
93,Vandalism016_x264,unknown,1,0.9999997019767761,71,0.999998927116394,0.9999997615814209,0.9999995827674866,1.0935782768228819e-07
94,Robbery089_x264,unknown,1,0.9999998807907104,2,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0
95,Normal_Videos011_x264,unknown,0,2.1082502410507686e-09,10,2.025884127121458e-09,2.1082502410507686e-09,2.066532278632849e-09,2.0821662102821215e-11
96,Normal_Videos071_x264,unknown,0,2.0339685491421733e-09,10,1.9179442478645115e-09,2.0339685491421733e-09,1.982492170427008e-09,3.730736553020364e-11
97,Normal_Videos843_x264,unknown,0,1.8484557218201303e-09,4,1.813443173404039e-09,1.8484557218201303e-09,1.8358520259553757e-09,1.3598513808055213e-11
98,Arrest021_x264,unknown,1,0.9999999403953552,108,0.9999997615814209,0.9999998807907104,0.9999999403953552,6.58954135701606e-08
99,Normal_Videos572_x264,unknown,0,8.456339628537535e-09,54,5.874480457634945e-09,1.0627251967321172e-08,6.701682320198188e-09,8.129203421525233e-10
100,Assault029_x264,unknown,1,0.9999997615814209,6,0.9999997615814209,0.9999997615814209,0.9999998211860657,5.960464477539063e-08
101,Robbery131_x264,unknown,1,0.9999997615814209,18,0.9981608986854553,0.9999997615814209,0.9998949766159058,0.00042064220178872347
102,Normal_Videos142_x264,unknown,0,2.4802343432384077e-06,22,4.690761556958023e-08,2.8070146527170436e-06,5.189606326894136e-07,6.819262239332602e-07
103,Normal_Videos472_x264,unknown,0,0.990814208984375,2259,9.313793469800657e-08,0.9999918937683105,0.1492900401353836,0.3414294719696045
104,Vandalism041_x264,unknown,1,0.9999998807907104,59,0.9999992847442627,0.9999997615814209,0.9999995827674866,1.1483550110824581e-07
105,Burglary065_x264,unknown,1,0.8679862022399902,116,3.8282394143607235e-08,0.9934905767440796,0.11357240378856659,0.2886328399181366
106,Normal_Videos479_x264,unknown,0,0.9999969005584717,494,0.999554455280304,0.999998927116394,0.9999768733978271,3.9879127143649384e-05
107,Normal_Videos804_x264,unknown,0,1.954233663781224e-09,33,1.774539404308939e-09,1.9905235237871466e-09,1.855865683353386e-09,5.576227327108718e-11
108,Normal_Videos529_x264,unknown,0,2.0242356679744944e-09,1348,1.837425323003572e-09,2.1734398725214987e-09,1.927284554170683e-09,4.7950306919508634e-11
109,Normal_Videos343_x264,unknown,0,2.5303830142320294e-09,9,2.1703661090555215e-09,2.5303830142320294e-09,2.3801760562491836e-09,1.1628697310639424e-10
110,Assault032_x264,unknown,1,0.9999998807907104,6,0.9999998807907104,0.9999998807907104,0.9999999403953552,5.960464477539063e-08
111,Burglary034_x264,unknown,1,3.1884862892184174e-06,15,3.43293429239111e-08,3.1884862892184174e-06,5.089011096970353e-07,8.012907528609503e-07
112,Normal_Videos404_x264,unknown,0,1.8775474508458956e-09,42,1.7474008906503968e-09,1.9486900981746658e-09,1.7806547347731794e-09,4.294872443799669e-11
113,Stealing071_x264,unknown,1,0.9999997615814209,11,0.9999997615814209,0.9999997615814209,0.9999998211860657,5.960464477539063e-08
114,Robbery006_x264,unknown,1,0.9999998211860657,41,0.9999982118606567,0.9999997615814209,0.9999995231628418,3.5568422163123614e-07
115,Normal_Videos297_x264,unknown,0,2.4188733238617033e-09,3,2.144904476253373e-09,2.4188733238617033e-09,2.3087569633872818e-09,1.1812545386291617e-10
116,RoadAccidents029_x264,unknown,1,1.978327759388776e-07,5,3.604208842489243e-08,1.978327759388776e-07,1.2913199043396162e-07,5.9378123751230305e-08
117,Normal_Videos376_x264,unknown,0,5.69492097923785e-09,56,2.945941268706065e-09,6.5033503027223105e-09,4.166543110528664e-09,7.325692275017559e-10
118,Normal_Videos845_x264,unknown,0,2.0379545162541035e-07,6,5.323079932395558e-08,2.0379545162541035e-07,1.0654878224158892e-07,5.510148781695534e-08
119,Normal_Videos062_x264,unknown,0,2.062713999606558e-09,18,1.883576183914215e-09,2.0661445887526497e-09,1.9832588904478143e-09,4.6882681764559564e-11
120,Normal_Videos233_x264,unknown,0,0.9999994039535522,10,0.999994158744812,0.9999994039535522,0.9999979138374329,1.430759766662959e-06
121,Normal_Videos133_x264,unknown,0,2.5103492617972734e-09,53,2.071238514034235e-09,2.5793651659000716e-09,2.314282987470051e-09,1.1441360359132347e-10
122,Explosion019_x264,unknown,1,2.0246673226864687e-09,3,1.9145522944796767e-09,2.0246673226864687e-09,1.9641783755020015e-09,4.5605783038915604e-11
123,Normal_Videos707_x264,unknown,0,1.9100649950587467e-09,24,1.833483143087733e-09,1.9175123711079323e-09,1.875553046204459e-09,2.0814443918437675e-11
124,Burglary058_x264,unknown,1,6.891717863055646e-09,141,3.0979552256837906e-09,8.999487377536752e-09,4.892218630203615e-09,1.0303234931896554e-09
125,Robbery121_x264,unknown,1,4.02258049092552e-09,16,2.8785933636754635e-09,4.067171044397355e-09,3.4422771300057775e-09,3.1270924738535655e-10
126,Normal_Videos681_x264,unknown,0,8.46417425037771e-09,337,2.695248690898211e-09,2.012072108925622e-08,4.727779501223495e-09,1.869478571947525e-09
127,Normal_Videos657_x264,unknown,0,2.0671546696604537e-09,17,1.8935542023257312e-09,2.078393457338734e-09,1.9784425209223855e-09,5.887025589235151e-11
128,Normal_Videos090_x264,unknown,0,3.2799991611653923e-09,512,1.913749159143663e-09,4.566637290537301e-09,2.581208580210159e-09,3.5367705986111275e-10
129,Normal_Videos336_x264,unknown,0,0.47471365332603455,15,1.8307975551579148e-05,0.47471365332603455,0.03236931934952736,0.11824168264865875
130,Burglary044_x264,unknown,1,0.9999998807907104,84,0.9999997615814209,0.9999998807907104,0.9999998807907104,9.197196249033368e-08
131,Normal_Videos698_x264,unknown,0,0.9999998807907104,9,0.9999997615814209,0.9999998807907104,0.9999997615814209,9.733398087519163e-08
132,Shooting051_x264,unknown,1,0.9999998807907104,16,0.9999997615814209,0.9999998807907104,0.9999998807907104,5.1619135632563484e-08
133,Normal_Videos815_x264,unknown,0,1.9796810857286573e-09,33,1.812402339318453e-09,2.020427825044635e-09,1.880146927035753e-09,4.881623230645893e-11
134,Normal_Videos589_x264,unknown,0,3.1150477298069745e-05,64,5.454762117551581e-07,6.712795584462583e-05,7.4716913331940304e-06,1.2293720828893129e-05
135,RoadAccidents065_x264,unknown,1,2.3687378725156805e-09,1,2.3687378725156805e-09,2.3687378725156805e-09,2.3687378725156805e-09,0.0
136,Normal_Videos165_x264,unknown,0,3.749183630219477e-09,2,3.5641809503772492e-09,3.749183630219477e-09,3.656682290298363e-09,9.250133992111387e-11
137,Normal_Videos676_x264,unknown,0,9.5048102721762e-09,71,3.438279883027917e-09,1.5364369332360184e-08,5.686260351467354e-09,1.7472603364154793e-09
138,Normal_Videos390_x264,unknown,0,1.8717150052083298e-09,5,1.8316306249488434e-09,1.8717150052083298e-09,1.857315523601244e-09,1.4999388883718545e-11
139,Burglary094_x264,unknown,1,0.9999998807907104,17,0.9999997615814209,0.9999998807907104,0.9999998807907104,2.8912499061561903e-08
140,Normal_Videos573_x264,unknown,0,0.999999463558197,48,0.9999915361404419,0.9999994039535522,0.9999987483024597,1.1498702860990306e-06
141,Robbery007_x264,unknown,1,2.49064791013609e-09,24,2.000053012096714e-09,2.557331013619546e-09,2.261055565000447e-09,1.235443275460213e-10
142,Robbery148_x264,unknown,1,0.9999998807907104,44,0.9999997615814209,0.9999998807907104,0.9999998211860657,5.960464477539063e-08
143,Abuse046_x264,unknown,1,0.9999994039535522,13,0.9999971389770508,0.9999994039535522,0.999998927116394,6.150019089545822e-07
144,Shooting030_x264,unknown,1,0.9999998807907104,13,0.9999998807907104,0.9999998807907104,0.9999999403953552,5.960464477539063e-08
145,Normal_Videos144_x264,unknown,0,2.1013586426477104e-09,107,1.7706717203580524e-09,2.2029049695504455e-09,1.933420978872391e-09,8.915820165489308e-11
146,Normal_Videos942_x264,unknown,0,2.738977489258332e-09,8,2.191071324375571e-09,2.738977489258332e-09,2.423426348485691e-09,1.9656287708613718e-10
147,Normal_Videos591_x264,unknown,0,0.003304135287180543,111,2.6012787657236913e-07,0.015212719328701496,0.0004162007535342127,0.0017224743496626616
148,Stealing087_x264,unknown,1,0.9999999403953552,60,0.9999997615814209,0.9999998807907104,0.9999998807907104,6.34539887300889e-08
149,Normal_Videos618_x264,unknown,0,3.331585896049205e-09,23,2.5607183040676773e-09,3.3825926504249537e-09,2.924277486826554e-09,2.329806902956477e-10
150,Abuse006_x264,unknown,1,0.9999999403953552,53,0.9999997615814209,0.9999998807907104,0.9999998807907104,1.0094015578943072e-07
151,Normal_Videos239_x264,unknown,0,1.9110077964512584e-09,43,1.84100001909826e-09,1.9271997331316015e-09,1.8788899325272723e-09,1.8979248728179243e-11
152,Normal_Videos016_x264,unknown,0,6.47862119507181e-09,44,2.5722808327799385e-09,7.348334385426369e-09,4.538187603486676e-09,1.1457552684390748e-09
153,Normal_Videos514_x264,unknown,0,2.3617572342260473e-09,56,1.884805200802475e-09,2.586262093373648e-09,2.1237673841767446e-09,1.318835041175248e-10
154,Fighting049_x264,unknown,1,0.9999998807907104,18,0.9999997615814209,0.9999998807907104,0.9999998807907104,4.8666990437595814e-08
155,Normal_Videos865_x264,unknown,0,2.1831643159941905e-09,19,1.782480607559478e-09,2.191150816344134e-09,1.9812866902668702e-09,1.188980164323894e-10
156,Normal_Videos752_x264,unknown,0,0.9497450590133667,12,2.8994682210736755e-08,0.9497450590133667,0.08870669454336166,0.2615242600440979
157,Fighting041_x264,unknown,1,0.19716763496398926,394,3.4399849635491364e-09,0.9995391368865967,0.024524549022316933,0.13315053284168243
158,Stealing081_x264,unknown,1,0.9999998807907104,14,0.9999998807907104,0.9999998807907104,0.9999999403953552,5.960464477539063e-08
159,Normal_Videos252_x264,unknown,0,1.7617727277041695e-09,21,1.7352581593854666e-09,1.7617979297668285e-09,1.7468870794346003e-09,7.76555295761705e-12
160,Arson037_x264,unknown,1,1.2502821888915605e-08,9,2.433399259871294e-09,1.2502821888915605e-08,4.951926868557166e-09,2.940038212884133e-09
161,Vandalism038_x264,unknown,1,0.9999998807907104,34,0.9999997615814209,0.9999998807907104,0.9999997615814209,5.7824998123123805e-08
162,Abuse027_x264,unknown,1,1.6926900769931308e-08,53,3.1577436221397193e-09,1.97956353531481e-08,7.48588124821481e-09,4.185529256517384e-09
163,Normal_Videos917_x264,unknown,0,0.9999880790710449,11,2.0063275485426857e-08,0.9999880790710449,0.2747381925582886,0.4417019188404083
164,Normal_Videos369_x264,unknown,0,0.07524297386407852,106,3.351184929556439e-08,0.9647040367126465,0.009231425821781158,0.09325002133846283
165,Normal_Videos507_x264,unknown,0,2.7662077627610415e-05,24,3.3582474578963684e-09,8.049242023844272e-05,3.474528284641565e-06,1.6065960153355263e-05
166,Normal_Videos709_x264,unknown,0,1.88776794196599e-09,52,1.7665626739216123e-09,1.922885628502513e-09,1.8333031759354412e-09,3.101657125581525e-11
167,Normal_Videos272_x264,unknown,0,5.152909579919651e-06,35,1.2273373428683954e-08,6.824939191574231e-06,7.608937266923022e-07,1.6830470030981814e-06
168,Normal_Videos853_x264,unknown,0,3.174097429337053e-08,12,1.186618892035085e-08,3.174097429337053e-08,1.5968764088825083e-08,5.270146097302586e-09
169,Vandalism008_x264,unknown,1,2.333857995751032e-09,156,1.953319284098143e-09,2.4704704948419476e-09,2.1471695532682133e-09,1.0029359287511141e-10
170,Normal_Videos433_x264,unknown,0,0.9999997615814209,4,0.9999994039535522,0.9999997615814209,0.9999996423721313,1.4600097131278744e-07
171,Normal_Videos554_x264,unknown,0,0.9999998807907104,39,0.9999997615814209,0.9999998807907104,0.9999998807907104,8.536754592114448e-08
172,RoadAccidents006_x264,unknown,1,0.9999998807907104,20,0.9999997615814209,0.9999998807907104,0.9999998211860657,5.960464477539063e-08
173,Stealing055_x264,unknown,1,2.50475498120295e-08,19,4.918780938112377e-09,2.7033749461224943e-08,1.1581243519742657e-08,5.6367128742351724e-09
174,Normal_Videos471_x264,unknown,0,0.9999955892562866,2392,8.146500476868823e-05,0.9999988079071045,0.9759746789932251,0.13154099881649017
175,Normal_Videos373_x264,unknown,0,0.9990993738174438,5,0.054325323551893234,0.9990993738174438,0.6084271669387817,0.39444831013679504
176,Normal_Videos329_x264,unknown,0,2.69443711786721e-09,18,2.2145241196369625e-09,2.7481248388028234e-09,2.470108340091315e-09,1.580844205539833e-10
177,Burglary011_x264,unknown,1,0.9999998807907104,23,0.9999998807907104,0.9999998807907104,0.9999999403953552,5.960464477539063e-08
178,Arson039_x264,unknown,1,0.9999998807907104,41,0.9999997615814209,0.9999998807907104,0.9999998211860657,5.960464477539063e-08
179,Normal_Videos772_x264,unknown,0,2.895163925131783e-05,15,7.105333565959882e-08,2.895163925131783e-05,2.443270432195277e-06,7.108097634045407e-06
180,Burglary015_x264,unknown,1,0.9999998807907104,13,0.9999998807907104,0.9999998807907104,0.9999999403953552,5.960464477539063e-08
181,Robbery103_x264,unknown,1,2.014448385878609e-09,26,1.900950730160389e-09,2.0152781665672137e-09,1.959565176790079e-09,2.7669843846722664e-11
182,Abuse033_x264,unknown,1,2.4411102028665255e-09,34,1.9080779178892726e-09,2.5455442198563105e-09,2.165669643616752e-09,1.4937483194810142e-10
183,Shooting041_x264,unknown,1,0.9999403357505798,16,4.670602749001773e-08,0.9999468326568604,0.4557304084300995,0.4800367057323456
184,Normal_Videos509_x264,unknown,0,0.9999988079071045,7,0.9997783303260803,0.9999988079071045,0.9999663233757019,7.675629603909329e-05
185,Abuse040_x264,unknown,1,1.1391980692110337e-08,41,3.846256646511392e-09,1.4922905577918755e-08,7.555060577146833e-09,2.0820676294164286e-09
186,Vandalism040_x264,unknown,1,2.818590472131177e-09,12,2.2817543410269536e-09,2.818590472131177e-09,2.4605579795888843e-09,1.566903135019615e-10
187,Arson034_x264,unknown,1,0.9999998211860657,28,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0
188,Normal_Videos588_x264,unknown,0,0.9999999403953552,93,0.9999996423721313,0.9999998807907104,0.9999999403953552,1.7005389452151576e-07
189,Normal_Videos695_x264,unknown,0,2.9859590355840737e-09,79,2.440143198612077e-09,3.1547877643589572e-09,2.725289993676938e-09,1.456451903525391e-10
