clip_id,label,feature_path,num_segments
Normal_Videos719_x264,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_3d/Normal_Videos719_x264.npy,34
The.Intouchables.2011__#00-40-52_00-42-31_label_A__3,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/The.Intouchables.2011__#00-40-52_00-42-31_label_A__3.npy,32
v=X1arMZmYhsk__#00-07-22_00-08-19_label_B6-0-0__0,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=X1arMZmYhsk__#00-07-22_00-08-19_label_B6-0-0__0.npy,32
v=JzrpCC7XmyE__#00-30-00_00-36-00_label_A__4,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=JzrpCC7XmyE__#00-30-00_00-36-00_label_A__4.npy,32
v=frWVRKgzx40__#1_label_A__2,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=frWVRKgzx40__#1_label_A__2.npy,32
v=KMidGHu1vMA__#1_label_B1-0-0__2,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=KMidGHu1vMA__#1_label_B1-0-0__2.npy,32
v=cn7AFhVEI5o__#1_label_A__0,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=cn7AFhVEI5o__#1_label_A__0.npy,32
v=GeQ5tcbDabk__#1_label_B4-0-0__2,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=GeQ5tcbDabk__#1_label_B4-0-0__2.npy,32
v=IV9Noc-d41Q__#1_label_A__3,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=IV9Noc-d41Q__#1_label_A__3.npy,32
Love.Death.and.Robots.S01E10__#0-09-01_0-11-52_label_B1-0-0__4,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Love.Death.and.Robots.S01E10__#0-09-01_0-11-52_label_B1-0-0__4.npy,32
v=rshdJZruH_0__#1_label_B4-0-0__3,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=rshdJZruH_0__#1_label_B4-0-0__3.npy,32
v=q2SP66Jb6Cw__#00-36-00_00-42-00_label_A__4,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=q2SP66Jb6Cw__#00-36-00_00-42-00_label_A__4.npy,32
v=uBXprlsmd18__#00-10-30_00-10-51_label_B6-0-0__1,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=uBXprlsmd18__#00-10-30_00-10-51_label_B6-0-0__1.npy,32
The.World.Is.Not.Enough.1999__#00-37-10_00-37-57_label_G-B2-0__0,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/The.World.Is.Not.Enough.1999__#00-37-10_00-37-57_label_G-B2-0__0.npy,32
Fast.Furious.6.2013__#00-26-30_00-28-50_label_B6-0-0__3,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Fast.Furious.6.2013__#00-26-30_00-28-50_label_B6-0-0__3.npy,32
Normal_Videos201_x264,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_3d/Normal_Videos201_x264.npy,34
v=H9Y5_X1sEEA__#00-33-00_00-36-00_label_A__1,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=H9Y5_X1sEEA__#00-33-00_00-36-00_label_A__1.npy,32
v=R_HoYB_fRps__#1_label_A__1,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=R_HoYB_fRps__#1_label_A__1.npy,32
v=ZvyOsM5lAdY__#1_label_A__2,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=ZvyOsM5lAdY__#1_label_A__2.npy,32
v=vsI_pKNcgeQ__#00-27-00_00-29-03_label_A__1,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=vsI_pKNcgeQ__#00-27-00_00-29-03_label_A__1.npy,32
Normal_Videos838_x264,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_3d/Normal_Videos838_x264.npy,45
Normal_Videos645_x264,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_3d/Normal_Videos645_x264.npy,10
Hear.Me.2009__#01-21-00_01-26-08_label_A__0,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Hear.Me.2009__#01-21-00_01-26-08_label_A__0.npy,32
v=3ve0JjM4NnA__#00-04-43_00-09-03_label_B1-0-0__4,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=3ve0JjM4NnA__#00-04-43_00-09-03_label_B1-0-0__4.npy,32
v=_BvlwaTU16c__#1_label_B1-0-0__4,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=_BvlwaTU16c__#1_label_B1-0-0__4.npy,32
v=q2SP66Jb6Cw__#00-30-00_00-36-00_label_A__1,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=q2SP66Jb6Cw__#00-30-00_00-36-00_label_A__1.npy,32
v=aD0ipmvg8qU__#1_label_B1-0-0__0,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=aD0ipmvg8qU__#1_label_B1-0-0__0.npy,32
Burglary043_x264,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_3d/Burglary043_x264.npy,5
Normal_Videos442_x264,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_3d/Normal_Videos442_x264.npy,21
Salt.2010__#01-15-20_01-15-42_label_B1-0-0__2,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Salt.2010__#01-15-20_01-15-42_label_B1-0-0__2.npy,32
v=PS1YAX70edc__#1_label_G-0-0__1,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=PS1YAX70edc__#1_label_G-0-0__1.npy,32
Kill.Bill.Vol.2.2004__#01-58-20_01-59-00_label_B1-0-0__1,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Kill.Bill.Vol.2.2004__#01-58-20_01-59-00_label_B1-0-0__1.npy,32
Deadpool.2016__#01-22-32_01-22-41_label_B2-0-0__2,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Deadpool.2016__#01-22-32_01-22-41_label_B2-0-0__2.npy,32
Normal_Videos485_x264,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_3d/Normal_Videos485_x264.npy,13
v=CWR3UhfYsSA__#1_label_A__0,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=CWR3UhfYsSA__#1_label_A__0.npy,32
v=fGEyp4vq2Hk__#1_label_A__4,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=fGEyp4vq2Hk__#1_label_A__4.npy,32
wangted.2008__#0-02-22_0-03-56_label_A__1,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/wangted.2008__#0-02-22_0-03-56_label_A__1.npy,32
Casino.Royale.2006__#00-32-34_00-35-11_label_A__1,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Casino.Royale.2006__#00-32-34_00-35-11_label_A__1.npy,32
Hear.Me.2009__#01-26-10_01-28-00_label_A__3,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Hear.Me.2009__#01-26-10_01-28-00_label_A__3.npy,32
Taken.Extended.Cut.2008__#01-16-27_01-18-26_label_B5-B1-B2__3,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Taken.Extended.Cut.2008__#01-16-27_01-18-26_label_B5-B1-B2__3.npy,32
v=yGotXLo4I5U__#1_label_A__0,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=yGotXLo4I5U__#1_label_A__0.npy,32
Skyfall.2012__#00-22-26_00-22-48_label_A__1,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Skyfall.2012__#00-22-26_00-22-48_label_A__1.npy,32
Shoot.Em.Up.2007__#00-06-50_00-07-55_label_B2-0-0__3,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Shoot.Em.Up.2007__#00-06-50_00-07-55_label_B2-0-0__3.npy,32
v=f9FMKnfEF2Y__#1_label_B4-0-0__1,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=f9FMKnfEF2Y__#1_label_B4-0-0__1.npy,32
v=ZoS8gm5OcOM__#00-00-00_00-00-51_label_B6-0-0__2,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=ZoS8gm5OcOM__#00-00-00_00-00-51_label_B6-0-0__2.npy,32
Brick.Mansions.2014__#00-53-40_00-55-05_label_A__3,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Brick.Mansions.2014__#00-53-40_00-55-05_label_A__3.npy,32
Bullet.in.the.Head.1990__#01-40-59_01-42-05_label_A__0,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Bullet.in.the.Head.1990__#01-40-59_01-42-05_label_A__0.npy,32
Your.Name.2016__#00-01-45_00-02-44_label_A__3,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Your.Name.2016__#00-01-45_00-02-44_label_A__3.npy,32
v=D1eP4Bn4hDQ__#00-05-00_00-06-15_label_B6-0-0__1,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=D1eP4Bn4hDQ__#00-05-00_00-06-15_label_B6-0-0__1.npy,32
Normal_Videos761_x264,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_3d/Normal_Videos761_x264.npy,39
v=3a-sg-FsoGw__#1_label_B4-0-0__0,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=3a-sg-FsoGw__#1_label_B4-0-0__0.npy,32
v=00UDa4PVpw0__#1_label_B4-0-0__2,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=00UDa4PVpw0__#1_label_B4-0-0__2.npy,32
Normal_Videos109_x264,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_3d/Normal_Videos109_x264.npy,20
Saving.Private.Ryan.1998__#02-34-36_02-34-57_label_B2-0-0__3,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Saving.Private.Ryan.1998__#02-34-36_02-34-57_label_B2-0-0__3.npy,32
Good.Will.Hunting.1997__#00-04-20_00-05-35_label_A__3,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Good.Will.Hunting.1997__#00-04-20_00-05-35_label_A__3.npy,32
City.of.God.2002__#01-32-31_01-33-11_label_B2-0-0__1,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/City.of.God.2002__#01-32-31_01-33-11_label_B2-0-0__1.npy,32
Normal_Videos164_x264,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_3d/Normal_Videos164_x264.npy,128
v=D8EQPx-ptKk__#1_label_G-0-0__4,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=D8EQPx-ptKk__#1_label_G-0-0__4.npy,32
v=UBXehaIFOpc__#1_label_B6-0-0__4,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=UBXehaIFOpc__#1_label_B6-0-0__4.npy,32
v=TqNy_Er2-ZA__#1_label_A__4,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=TqNy_Er2-ZA__#1_label_A__4.npy,32
v=P6njRwz_dMw__#1_label_A__3,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=P6njRwz_dMw__#1_label_A__3.npy,32
Brick.Mansions.2014__#01-02-45_01-03-18_label_B1-0-0__4,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Brick.Mansions.2014__#01-02-45_01-03-18_label_B1-0-0__4.npy,32
v=8My2FCJXno4__#1_label_A__1,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=8My2FCJXno4__#1_label_A__1.npy,32
Robbery025_x264,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_3d/Robbery025_x264.npy,17
Good.Will.Hunting.1997__#00-04-20_00-05-35_label_A__1,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Good.Will.Hunting.1997__#00-04-20_00-05-35_label_A__1.npy,32
The.Secret.Life.of.Walter.Mitty.2013__#00-05-52_00-08-22_label_A__3,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/The.Secret.Life.of.Walter.Mitty.2013__#00-05-52_00-08-22_label_A__3.npy,32
Burglary041_x264,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_3d/Burglary041_x264.npy,21
v=Yr41_8QOTF8__#00-00-00_00-03-00_label_A__2,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=Yr41_8QOTF8__#00-00-00_00-03-00_label_A__2.npy,32
v=vFPQ_NiDBIU__#00-12-00_00-18-00_label_A__4,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=vFPQ_NiDBIU__#00-12-00_00-18-00_label_A__4.npy,32
Normal_Videos727_x264,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_3d/Normal_Videos727_x264.npy,13
Mission.Impossible.Fallout.2018__#01-47-30_01-49-50_label_A__2,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Mission.Impossible.Fallout.2018__#01-47-30_01-49-50_label_A__2.npy,32
The.Attorney.2013__#01-04-40_01-06-59_label_A__1,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/The.Attorney.2013__#01-04-40_01-06-59_label_A__1.npy,32
v=5BBoVfKOyeM__#00-03-02_00-03-52_label_B6-0-0__0,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=5BBoVfKOyeM__#00-03-02_00-03-52_label_B6-0-0__0.npy,32
Mission.Impossible.V.Rogue.Nation.2015__#01-20-40_01-21-40_label_A__3,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Mission.Impossible.V.Rogue.Nation.2015__#01-20-40_01-21-40_label_A__3.npy,32
v=k7R_Qo-BiAw__#00-11-00_00-12-45_label_B6-0-0__4,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=k7R_Qo-BiAw__#00-11-00_00-12-45_label_B6-0-0__4.npy,32
Hear.Me.2009__#01-21-00_01-26-08_label_A__2,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Hear.Me.2009__#01-21-00_01-26-08_label_A__2.npy,32
v=ak5xaWbCQAE__#1_label_B1-0-0__2,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=ak5xaWbCQAE__#1_label_B1-0-0__2.npy,32
v=IINQLoXI7gc__#1_label_A__0,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=IINQLoXI7gc__#1_label_A__0.npy,32
Kill.Bill.Vol.1.2003__#01-28-19_01-28-50_label_B1-0-0__3,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/Kill.Bill.Vol.1.2003__#01-28-19_01-28-50_label_B1-0-0__3.npy,32
v=9zmKVlflJ1c__#1_label_B4-0-0__3,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=9zmKVlflJ1c__#1_label_B4-0-0__3.npy,32
v=_KuGizBjDXo__#1_label_G-0-0__1,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=_KuGizBjDXo__#1_label_G-0-0__1.npy,32
v=LxWWnIuUaMY__#1_label_B4-0-0__1,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=LxWWnIuUaMY__#1_label_B4-0-0__1.npy,32
v=-RdREpFcycY__#1_label_A__2,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=-RdREpFcycY__#1_label_A__2.npy,32
v=rVZxrx_qxgA__#00-06-32_00-09-55_label_B4-0-0__1,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=rVZxrx_qxgA__#00-06-32_00-09-55_label_B4-0-0__1.npy,32
wangted.2008__#01-14-14_01-18-27_label_B1-B2-B6__4,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/wangted.2008__#01-14-14_01-18-27_label_B1-B2-B6__4.npy,32
v=dKgM6YzASeE__#1_label_G-0-0__0,1,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=dKgM6YzASeE__#1_label_G-0-0__0.npy,32
v=yZ2wlTAN49g__#00-06-00_00-09-00_label_A__1,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=yZ2wlTAN49g__#00-06-00_00-09-00_label_A__1.npy,32
v=oqLvcX7yo9w__#1_label_A__3,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=oqLvcX7yo9w__#1_label_A__3.npy,32
v=8EeTfiBWZzU__#1_label_A__1,0,/scratch/VAD/experiments/runs/vad_prodZain_seg32_both_3d_topkK4_lr0.0001_bs4_seed42_ep30_h076c5303_20260424_190953/processed/features_xd/v=8EeTfiBWZzU__#1_label_A__1.npy,32
