idx,clip_id,class,label,video_score,num_segments,score_min,score_max,score_mean,score_std
122,Explosion019_x264,unknown,1,5.1755882565784894e-12,3,3.761375759470109e-12,5.1755882565784894e-12,4.6380295437575825e-12,6.251604052140425e-13
123,Normal_Videos707_x264,unknown,0,1.6982766104858826e-12,24,1.4174877634512417e-12,1.7520540140231189e-12,1.5360382236984105e-12,8.888237232806614e-14
124,Burglary058_x264,unknown,1,3.4216516339030667e-12,141,1.6551829351563185e-12,4.718146012772095e-12,2.213580881094135e-12,5.367088609480042e-13
125,Robbery121_x264,unknown,1,1.0646665840607916e-11,16,2.6276173077655063e-12,1.1294265002403936e-11,5.603139480170327e-12,2.2884142497625604e-12
126,Normal_Videos681_x264,unknown,0,3.2117981885182445e-11,337,2.177216306548102e-12,2.847156121976724e-10,7.733844814561408e-12,1.9994337782658356e-11
127,Normal_Videos657_x264,unknown,0,1.5697107242501618e-12,17,1.3715930518090613e-12,1.5769756377473354e-12,1.4750171570265813e-12,6.477785430454575e-14
128,Normal_Videos090_x264,unknown,0,1.0216300895538044e-11,512,1.7856764244345014e-12,4.1401049255540556e-11,4.179065947462757e-12,3.4448134449138745e-12
129,Normal_Videos336_x264,unknown,0,9.9123634647591e-12,15,3.870241366971117e-12,9.9123634647591e-12,5.560963581979772e-12,1.3236447528319761e-12
130,Burglary044_x264,unknown,1,1.0,84,1.0,1.0,1.0,0.0
131,Normal_Videos698_x264,unknown,0,1.0,9,1.0,1.0,1.0,0.0
132,Shooting051_x264,unknown,1,1.0,16,1.0,1.0,1.0,0.0
133,Normal_Videos815_x264,unknown,0,1.7140980475283119e-12,33,1.2995596352510796e-12,1.7453764128427807e-12,1.520609267842421e-12,1.2848217227547781e-13
134,Normal_Videos589_x264,unknown,0,0.006819289177656174,64,9.144591750498421e-09,0.05446214601397514,0.0008527739555574954,0.006754149682819843
135,RoadAccidents065_x264,unknown,1,2.689349611062486e-12,1,2.689349611062486e-12,2.689349611062486e-12,2.689349611062486e-12,0.0
136,Normal_Videos165_x264,unknown,0,1.951837779942678e-12,2,1.924871286668184e-12,1.951837779942678e-12,1.9383544248852136e-12,1.3483246637246982e-14
137,Normal_Videos676_x264,unknown,0,2.313580750590294e-12,71,1.7975274047010714e-12,2.604902404890197e-12,2.110059089260874e-12,1.4020638220303e-13
138,Normal_Videos390_x264,unknown,0,1.3496563892531621e-12,5,1.3030840512531783e-12,1.3496563892531621e-12,1.3281251098895552e-12,1.665958292000093e-14
139,Burglary094_x264,unknown,1,1.0,17,1.0,1.0,1.0,0.0
140,Normal_Videos573_x264,unknown,0,1.0,48,1.0,1.0,1.0,0.0
141,Robbery007_x264,unknown,1,1.4273646284021502e-12,24,1.33466295740986e-12,1.4339912720803816e-12,1.3785584002459772e-12,2.795622755643809e-14
142,Robbery148_x264,unknown,1,1.0,44,1.0,1.0,1.0,0.0
143,Abuse046_x264,unknown,1,1.0,13,1.0,1.0,1.0,0.0
144,Shooting030_x264,unknown,1,1.0,13,1.0,1.0,1.0,0.0
145,Normal_Videos144_x264,unknown,0,1.4114165565459746e-12,107,1.2866310664452763e-12,1.4461096166026866e-12,1.3543186754352843e-12,3.239920674412075e-14
146,Normal_Videos942_x264,unknown,0,1.556140741439116e-12,8,1.4728550410542107e-12,1.556140741439116e-12,1.5134187306142799e-12,2.717733502165861e-14
147,Normal_Videos591_x264,unknown,0,0.07197912037372589,111,6.503642069333182e-11,0.9328542351722717,0.008430086076259613,0.08814072608947754
148,Stealing087_x264,unknown,1,1.0,60,1.0,1.0,1.0,0.0
149,Normal_Videos618_x264,unknown,0,4.10988604260254e-12,23,2.305694914508938e-12,4.125646005381789e-12,3.0296368712379174e-12,5.548331976149012e-13
150,Abuse006_x264,unknown,1,1.0,53,1.0,1.0,1.0,0.0
151,Normal_Videos239_x264,unknown,0,2.3937715958738393e-12,43,1.6732569106323036e-12,2.9338246242127664e-12,2.012496289408028e-12,2.1340840607262518e-13
152,Normal_Videos016_x264,unknown,0,1.7824332010363264e-09,44,2.7768631578189984e-12,3.330620446106991e-09,2.4953830668472676e-10,6.651121320366826e-10
153,Normal_Videos514_x264,unknown,0,4.5854266564338e-12,56,1.5614687277551442e-12,5.942210699189099e-12,2.4954461240456194e-12,9.774343877680391e-13
154,Fighting049_x264,unknown,1,1.0,18,1.0,1.0,1.0,0.0
155,Normal_Videos865_x264,unknown,0,1.7372042389676712e-12,19,1.4025135219863927e-12,1.7434798179824518e-12,1.5792255740956773e-12,1.006790882759033e-13
156,Normal_Videos752_x264,unknown,0,0.9975703358650208,12,3.132108808423517e-11,0.9975703358650208,0.0835149884223938,0.2755994200706482
157,Fighting041_x264,unknown,1,1.0,394,1.1880360029081771e-09,1.0,0.9038478136062622,0.28116166591644287
158,Stealing081_x264,unknown,1,1.0,14,1.0,1.0,1.0,0.0
159,Normal_Videos252_x264,unknown,0,1.4507542302893972e-12,21,1.3904104647147197e-12,1.4553987355558906e-12,1.4092777509203125e-12,1.6286988373096813e-14
160,Arson037_x264,unknown,1,5.0239738584589855e-12,9,1.846588637208213e-12,5.0239738584589855e-12,3.0017063053916493e-12,1.099883313766814e-12
161,Vandalism038_x264,unknown,1,1.0,34,1.0,1.0,1.0,0.0
162,Abuse027_x264,unknown,1,6.993996961440763e-12,53,2.350395269037908e-12,8.048863658904892e-12,3.989571260160085e-12,1.3736004521314182e-12
163,Normal_Videos917_x264,unknown,0,8.296572630295262e-12,11,1.6196742298052458e-12,8.296572630295262e-12,3.0380017078390775e-12,1.7586431443061823e-12
164,Normal_Videos369_x264,unknown,0,3.2668186732143223e-12,106,1.7497929103924004e-12,4.325116220033065e-12,2.389938073832365e-12,4.130796995693159e-13
165,Normal_Videos507_x264,unknown,0,3.2255454817525786e-12,24,1.7187200013896176e-12,3.5511606676086327e-12,2.285908441701512e-12,4.71139620372707e-13
166,Normal_Videos709_x264,unknown,0,1.4923840158456714e-12,52,1.3739442526403134e-12,1.5023659399870937e-12,1.4448228854643808e-12,2.8910325468225334e-14
167,Normal_Videos272_x264,unknown,0,7.44423722665033e-09,35,1.1964074696224625e-11,1.5890378790572868e-08,1.1932340671094721e-09,2.8637350268923e-09
168,Normal_Videos853_x264,unknown,0,1.971247817755817e-12,12,1.7008360865544692e-12,1.971247817755817e-12,1.8140605120495201e-12,6.925013405593983e-14
169,Vandalism008_x264,unknown,1,1.5289233637819089e-12,156,1.2372465248502995e-12,1.673432442964029e-12,1.41076104791249e-12,6.933546754317801e-14
170,Normal_Videos433_x264,unknown,0,1.0,4,1.0,1.0,1.0,0.0
171,Normal_Videos554_x264,unknown,0,1.0,39,0.00021082030434627086,1.0,0.9540306329727173,0.17284201085567474
172,RoadAccidents006_x264,unknown,1,1.0,20,1.0,1.0,1.0,0.0
173,Stealing055_x264,unknown,1,2.339366114018082e-12,19,1.839445696455444e-12,2.508820625204966e-12,2.0415804463658205e-12,1.4940644750029153e-13
174,Normal_Videos471_x264,unknown,0,1.0,2392,1.7010762576319394e-08,1.0,0.9682704210281372,0.16299045085906982
175,Normal_Videos373_x264,unknown,0,1.0,5,0.9999994039535522,1.0,0.9999998211860657,2.3390551007196336e-07
176,Normal_Videos329_x264,unknown,0,3.608882637173849e-11,18,4.244147568110979e-12,4.222277041887601e-11,1.1891838208599737e-11,9.473480160060443e-12
177,Burglary011_x264,unknown,1,1.0,23,1.0,1.0,1.0,0.0
178,Arson039_x264,unknown,1,1.0,41,1.0,1.0,1.0,0.0
179,Normal_Videos772_x264,unknown,0,2.5893477900024164e-12,15,2.062432473068365e-12,2.5893477900024164e-12,2.3119735292898014e-12,1.936559636608881e-13
180,Burglary015_x264,unknown,1,1.0,13,1.0,1.0,1.0,0.0
181,Robbery103_x264,unknown,1,1.7414235201421158e-12,26,1.5602896578925662e-12,1.7728011983755843e-12,1.6320907299249843e-12,5.1969743748237276e-14
182,Abuse033_x264,unknown,1,1.7403916849345613e-12,34,1.504605576414797e-12,1.7670960181237483e-12,1.6108376568388372e-12,7.040676770981094e-14
183,Shooting041_x264,unknown,1,1.7421710775400445e-12,16,1.4952589947464512e-12,1.7745941435082235e-12,1.6342666152649454e-12,7.47890044707801e-14
184,Normal_Videos509_x264,unknown,0,2.2238708270727603e-12,7,1.95297727642596e-12,2.2238708270727603e-12,2.0975666949890615e-12,9.554390698746085e-14
185,Abuse040_x264,unknown,1,2.272927289090343e-12,41,1.6524007639615035e-12,2.3719489913864855e-12,1.9657890766577868e-12,1.830470318505903e-13
186,Vandalism040_x264,unknown,1,1.6318296540418498e-12,12,1.3096572437643061e-12,1.6318296540418498e-12,1.4295855081322695e-12,8.097927710337682e-14
187,Arson034_x264,unknown,1,1.0,28,1.0,1.0,1.0,0.0
188,Normal_Videos588_x264,unknown,0,1.0,93,1.0,1.0,1.0,0.0
189,Normal_Videos695_x264,unknown,0,2.21544137202212e-12,79,1.6397701339126991e-12,2.41256212056562e-12,1.9637074084866146e-12,1.3819797899366354e-13
190,Deadpool.2016__#01-27-52_01-28-33_label_B1-0-0__4,unknown,1,1.0,32,1.6162610529460442e-12,1.0,0.9364241361618042,0.24185772240161896
191,v=DD3jfKr8e-k__#00-01-40_00-04-27_label_B4-0-0__4,unknown,1,1.0,32,1.9212767227855254e-12,1.0,0.5911258459091187,0.4890942871570587
192,v=TGhunYe0Fvk__#1_label_A__4,unknown,0,1.5283603375937371e-12,32,1.2720051791384468e-12,1.6004014519871435e-12,1.4117262046864365e-12,6.483903041212824e-14
193,Love.Death.and.Robots.S01E16__#0-00-35_0-02-15_label_A__3,unknown,0,0.5075523853302002,32,1.2709865711973967e-12,1.0,0.06344404816627502,0.24187469482421875
194,v=Y5Fl63FjmZM__#1_label_B4-0-0__3,unknown,1,1.0,32,1.0,1.0,1.0,0.0
195,v=rkBKECbTVz4__#1_label_A__1,unknown,0,1.5976600467940139e-12,32,1.3129036703293795e-12,1.6154413961036451e-12,1.464078207627506e-12,8.659156155782152e-14
196,v=DrhRopvkCDg__#1_label_B1-0-0__3,unknown,1,0.00804788339883089,32,1.2896972986092825e-12,0.03219152241945267,0.0010059854248538613,0.005601087585091591
197,v=-n1W0wSv_vQ__#00-05-19_00-06-00_label_B6-0-0__4,unknown,1,1.0,32,1.7906228583219885e-11,1.0,0.727846622467041,0.43626299500465393
198,v=s-dy27cLZuA__#1_label_A__2,unknown,0,1.0,32,1.8940587986904234e-10,1.0,0.8080555200576782,0.3707270622253418
199,v=4IEPcf9JWFU__#1_label_A__2,unknown,0,1.5862049087406183e-12,32,1.3297360174774342e-12,1.6190318400180481e-12,1.4445684232144984e-12,7.085685391292756e-14
200,v=VR_5nywcUuQ__#1_label_A__0,unknown,0,1.453112261594336e-12,32,1.2569268542650391e-12,1.4836624767297635e-12,1.3479129921598054e-12,5.45431958604535e-14
201,IP.Man.2.2010__#01-16-59_01-17-19_label_A__0,unknown,0,1.397198003995348e-12,32,1.281043088448286e-12,1.4053224729748681e-12,1.3504924175483657e-12,3.398422900513162e-14
202,v=BzwNU2xmT64__#00-11-00_00-12-45_label_B6-0-0__3,unknown,1,1.0,32,0.007708387449383736,1.0,0.9689908623695374,0.17265143990516663
203,v=nIU1Uky7--A__#1_label_B6-0-0__0,unknown,1,0.7500498294830322,32,1.6774302216346348e-12,1.0,0.09375623613595963,0.29147839546203613
204,Kill.Bill.Vol.2.2004__#0-44-18_0-49-18_label_A__1,unknown,0,1.4369569987029984e-12,32,1.2856792453580512e-12,1.4717796209193224e-12,1.3668825186302636e-12,4.064684447856702e-14
205,Shoot.Em.Up.2007__#01-16-49_01-18-44_label_A__2,unknown,0,1.4856625044773475e-12,32,1.2518069263459108e-12,1.5478757598580417e-12,1.3652174009337603e-12,6.393291522273706e-14
206,Before.Sunrise.1995__#00-20-35_00-23-06_label_A__1,unknown,0,1.3483471067096686e-12,32,1.259504328089689e-12,1.3576085785074743e-12,1.311650657878638e-12,2.168689625667644e-14
207,Spectre.2015__#00-38-28_00-41-55_label_A__2,unknown,0,1.5832073065741303e-12,32,1.3415745294190207e-12,1.603671080478708e-12,1.4527603295691471e-12,7.332617857087192e-14
208,Saving.Private.Ryan.1998__#00-23-55_00-24-06_label_G-0-0__3,unknown,1,1.0,32,1.0,1.0,1.0,0.0
209,Young.And.Dangerous.III.1996__#00-05-54_0-06-33_label_A__3,unknown,0,1.961839761824291e-12,32,1.4033163736951182e-12,2.0553951336071963e-12,1.6189324186788312e-12,1.661349687378036e-13
